,,,,,, ,,Language,Q1_0,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q2,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q9,Q10,Q10_other,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q13,Q13_other,Q14,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q16_10,Q16_11,Q16_12,Q16_13,Q16_14,Q16_15,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_11,Q17_12,Q17_13,Q17_14,Q17_15,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q18_9,Q18_10,Q18_11,Q19,Q20,Q21,Q22,Q23,Q24,Q24_other,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q25_10,Q25_11,Q25_12,Q25_13,Q25_14,Q25_15,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26_9,Q26_10,Q26_11,Q26_12,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q27_10,Q27_11,Q28,Q29,Q30_0,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q30_9,Q30_10,Q30_11,Q30_12,Q30_13,Q30_14,Q30_15,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q31_7,Q31_8,Q31_9,Q31_10,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q32_7,Q32_8,Q32_9,Q32_10,Q32_11,Q33_1,Q33_2,Q33_3,Q33_4,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q37,Q38_1,Q38_2,Q38_3,Q39,Q40_0,Q40_1,Q40_2,Q40_3,Q40_4,Q41,Q43,Q44,Q45,Q46,Q47,Q48,Q48_other,Q49_0,Q49_1,Q49_2,Q49_3,Q49_4,Q49_5,Q50_0,Q50_1,Q50_2,Q50_3,Q50_4,Q50_5,Q51,Q52_1,Q52_2,Q52_3,Q52_4,Q52_5,Q52_6,Q52_7,Q52_8,Q52_9,Q52_10,Q52_11,Q52_12,Q52_13,Q52_14,Q52_15,Q53_1,Q53_2,Q53_3,Q53_4,Q53_5,Q53_6,Q53_7,Q53_8,Q53_9,Q53_10,Q53_11,Q53_12,Q53_13,Q53_14,Q53_15,Q54,Q55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,05:14,118064998589,446360289,2022-06-27 20:41:40,2022-06-27 20:46:54,,0,en,,,2,3,,5,,1,1,4,4,5,5,5,5,3,1,3,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,24:25,118064751125,446321998,2022-06-27 15:39:57,2022-06-27 20:04:22,,0,en,,1,2,3,4,5,,2,5,4,4,4,4,4,4,4,2,2,2,2,2,2,1,,1,2,3,,,,,,,10,11,12,,3,5,,3,3,1,1,1,3,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,26:13,118064923080,446360289,2022-06-27 19:12:44,2022-06-27 19:38:57,,0,en,,1,2,3,4,5,,1,3,3,3,4,3,3,3,3,1,1,1,1,1,1,1,3,1,2,3,4,5,6,7,8,9,10,11,12,,5,2,,2,1,1,2,2,3,,1,,2,2,1,2,3,4,5,6,7,8,,10,11,12,,14,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,,1,2,,,,6,,,,,,2,1,"governance, compliance, and security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,14:48,118064929364,446481491,2022-06-27 19:19:21,2022-06-27 19:34:09,1,4,en,,,2,3,4,5,,3,5,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,1,2,3,4,5,,7,,9,,11,12,,5,4,,2,2,1,3,3,2,,2,,3,3,1,2,3,,5,6,7,8,9,10,11,12,13,14,,,2,,4,5,6,7,8,9,,,,,,,,,,,,,,,,,11,1,1,Have a coordinated open source contribution and ecosystem engagement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,1,3,2,2,2,2,3,1,1,3,1,1,3,2,3,2,1,1,1,,0,,,,,1,4,4,3,3,2,4,,,1,2,3,4,,,1,2,3,4,,3,,,,,,,,,,,,,,,,1,,3,4,5,6,7,8,9,10,11,12,,14,,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,02:03,118064922792,446360289,2022-06-27 19:12:25,2022-06-27 19:14:28,,0,en,,1,2,3,4,5,,4,5,4,4,2,4,4,4,4,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,15:53,118064906517,446321998,2022-06-27 18:55:34,2022-06-27 19:11:27,1,2,ja,,1,2,3,4,5,,7,3,4,4,4,3,4,3,4,1,2,1,1,1,2,1,3,1,2,3,4,5,6,,,9,,11,,,4,4,,3,4,2,4,2,3,,4,,3,3,,,3,,,6,,,,10,,,13,,,1,2,3,,5,,,,,,,,,,,,,,,5,6,,,,10,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,3,1,3,1,1,6,3,1,1,1,1,1,2,2,2,3,4,2,2,2,,,1,2,,,1,3,5,7,5,5,4,,,1,2,3,4,,,1,2,3,4,,4,,,,,,,,,,,,,,,,1,2,,4,5,,7,8,9,,11,,,14,,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,24:52,118064880873,446481491,2022-06-27 18:26:24,2022-06-27 18:51:16,1,3,en,,1,2,3,4,5,,5,5,3,4,4,3,1,3,3,1,1,1,1,2,1,1,3,1,2,3,4,5,,,8,,,,,,3,4,,3,3,1,3,2,1,,1,,2,1,,,,,,6,,8,,10,,,13,,,,,3,4,5,6,,8,9,,,,,,,,,,,5,6,,,,,11,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,3,2,6,1,3,3,5,6,3,6,6,3,3,2,3,6,6,4,6,3,3,3,,0,,,,,1,6,3,7,5,2,4,,,1,,,,,,,2,,,,4,,,,,,,,,,,,,,,,,,,4,,,,8,,,11,,,14,,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,32:38,118064848899,446360289,2022-06-27 17:46:37,2022-06-27 18:19:15,,0,en,,1,2,3,4,5,,4,3,4,4,3,4,4,3,4,3,1,1,1,1,2,1,2,1,2,3,,5,,,8,9,10,,,,5,0,Dedicated group to manage all processes,2,3,2,2,1,3,,8,,1,4,,2,,,5,6,7,,,10,,,,,,,,3,4,,,,,,,,,,,,,2,,,,,,,,,11,2,1,code reusabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,4,1,4,5,3,3,4,3,1,2,4,2,3,3,3,3,2,3,1,3,,,1,2,,,1,4,4,3,7,5,4,,,1,,,4,,0,,,,,,3,,,,,,,,,,,,,,,,,,,4,5,,7,,9,,,12,,,,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,07:25,118064857646,446360289,2022-06-27 17:59:59,2022-06-27 18:07:24,,0,en,,1,2,3,,,,3,1,4,4,4,4,5,3,3,3,1,3,2,3,3,2,,,,,,,,,,,,,,,6,7,,4,5,1,1,1,2,,7,,6,4,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,more sales,1,,,,,,,,,10,11,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,05:24,118064768828,446481491,2022-06-27 16:02:43,2022-06-27 16:08:07,,0,en,,1,2,3,4,5,,6,6,3,4,4,3,3,3,3,1,1,1,1,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,,1,2,3,,,,,8,,,,,13,,,,,3,,,,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,3,2,4,1,6,2,4,6,2,2,2,3,4,4,3,3,6,3,3,3,3,1,,0,,,,,1,3,4,3,5,5,1,,,,2,,,,,,2,,,,0,,,,,,,,,,,,,,,,,,,4,5,6,,8,9,,,,,,,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,05:24,118064763940,446321998,2022-06-27 15:54:57,2022-06-27 16:00:21,,0,en,,,,,4,5,,3,3,4,4,4,4,4,3,2,1,1,1,1,1,3,1,3,,,,,,,,,,10,11,,,3,2,,3,5,1,6,6,6,,9,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,39:20,118064641756,446321998,2022-06-27 13:13:33,2022-06-27 13:52:53,,0,en,,,,3,,5,,4,3,4,4,4,4,4,4,4,3,1,3,1,1,1,1,3,1,2,3,4,,,7,,9,10,,12,,5,2,,2,5,5,5,5,5,,6,,6,5,,,,,5,,,8,,,11,12,,14,,,,,4,5,,,,,,,,,,,,,,,,,,,9,10,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,4,3,5,3,5,2,2,2,6,6,6,6,6,4,6,6,6,6,2,3,3,3,,,1,2,,4,3,3,4,7,5,5,10,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DataBase,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,02:08,118064632556,446321998,2022-06-27 13:04:12,2022-06-27 13:06:20,,0,en,,1,2,3,,,,5,4,4,4,4,4,3,3,2,3,2,2,1,1,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,47:27,118063914476,446481491,2022-06-26 10:59:40,2022-06-27 12:47:07,,0,en,,1,2,3,4,5,,7,1,4,4,4,5,4,3,4,1,1,1,1,1,3,1,3,1,2,3,4,5,6,7,8,9,10,11,12,,5,6,,1,1,1,3,4,4,,3,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,06:02,118064434293,446360289,2022-06-27 09:03:33,2022-06-27 09:09:35,,0,en,,1,,,,,,3,1,2,3,4,1,1,1,1,3,3,3,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,10,,,,,,4,,,,,,,5,1,,2,,,,3,,2,,,,3,,,3,,,,,,6,7,,,,,,,,,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,08:50,118064419269,446360289,2022-06-27 08:44:32,2022-06-27 08:53:22,1,1,en,,1,2,3,4,5,,7,5,3,4,4,3,2,3,4,1,1,1,1,1,1,1,3,1,2,3,4,5,,7,8,9,10,,12,,3,2,,2,2,2,2,2,2,,2,,2,2,1,2,3,,,6,7,8,,,11,12,,14,,1,2,,4,5,,,8,9,,11,,13,,,,,3,,5,6,,,,,,1,1,Software Quality CI/CD integration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,2,5,1,3,3,5,4,3,3,3,3,3,3,3,4,4,3,2,1,1,1,,,1,2,3,,1,6,5,5,5,1,2,,,1,,,,,,1,,,,,3,,,,,,,,,,,,,,,,1,,,4,5,6,,,,,11,,13,14,,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,13:27,118064240982,446360289,2022-06-27 03:33:00,2022-06-27 03:46:27,1,1,en,,1,,,,,,5,1,1,4,4,1,1,1,2,1,1,2,2,2,1,2,,1,,3,,,,,,,,,,,3,3,,3,1,1,1,1,1,,6,,2,2,1,2,3,4,5,6,7,8,9,10,11,12,13,,,,,,,5,,,,,,,,,,,,,,4,5,,,8,,,,3,1,"Flexibility, Time-to-Market",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,4,5,1,5,2,4,5,3,1,1,5,5,3,2,2,4,3,2,1,1,1,,0,,,,,1,1,1,7,5,2,1,,,,,,4,,,1,,,,,1,1,,,1,,,,2,,,,3,,,3,1,,3,,5,,,,,,,,,,,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,04:05,118063837216,446360289,2022-06-26 05:01:25,2022-06-26 07:05:30,,0,en,,1,2,3,4,5,,6,4,3,3,4,3,3,3,3,1,1,1,1,1,2,1,3,,2,3,4,5,,,,9,10,11,,,3,2,,3,5,1,2,3,3,,1,,3,1,,,3,,,6,,8,9,10,,,13,,,1,,3,,,,7,8,,,11,,13,,,,,3,,5,,,8,,,,3,1,"Our OSPO has helped there be more adoption of open source projects as they are, as opposed to internal-only consumption and modification, plus we've increased the number of projects we are contributing upstream to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,3,2,4,2,4,3,2,6,6,2,3,2,2,2,2,2,4,1,1,1,,,1,2,,,1,4,4,1,2,4,1,,,1,,3,4,,,1,,3,,,3,,,,,,,,,,,,,,,,1,,,4,,,,,,,,,,14,,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,24:08,118063483271,446360289,2022-06-25 07:37:35,2022-06-25 08:01:43,,0,en,,1,2,,4,5,,7,1,3,4,4,3,3,4,4,1,1,1,1,1,2,1,2,1,2,3,4,5,,7,,9,10,,12,,5,2,,2,5,4,1,2,1,,2,,3,1,,2,3,4,5,6,7,8,,10,,,13,,,,,3,4,5,,7,,9,,,,,14,,1,2,,,,,,,,10,,3,1,cost reduction by migrating proprietary technologies to open source  Modernization of legacy components and coupled to proprietary tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,1,5,1,5,4,1,6,5,6,6,2,6,2,2,2,2,1,2,1,1,1,,,1,2,3,4,1,3,3,2,5,2,4,,,,,3,,,,1,,3,,,2,,,,,,,,,,,,,,,,1,2,3,4,5,6,,,,,11,,,14,,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,56:11,118063406586,446360289,2022-06-22 03:17:48,2022-06-25 03:13:59,,0,en,,1,2,,,,,7,7,3,4,4,1,3,3,3,1,1,1,1,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,12:34,118062834046,446392333,2022-06-24 08:13:48,2022-06-24 08:26:22,,0,en,,1,2,3,4,5,,2,3,3,4,3,4,4,4,4,1,1,1,1,1,1,2,3,,2,3,4,5,,,,,10,,,,3,2,,3,3,2,1,1,2,,8,,1,1,,,,,,,,,,,,12,13,,,,,,,5,,,,9,,,,,,,,2,,,,,,,,10,,3,1,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,3,1,2,1,2,2,2,2,2,1,4,1,2,2,2,3,2,3,3,3,,0,,,,,2,3,3,5,4,1,4,,,,2,,,,0,,,,,,0,,,,,,,,,,,,,,,,1,,,4,,6,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,19:59,118062724222,446360289,2022-06-24 04:42:28,2022-06-24 05:02:27,,0,en,,1,2,3,4,5,,4,4,4,3,4,4,5,3,4,3,3,3,3,3,3,1,,1,2,,,,,,,,10,11,,,5,4,,4,1,1,1,1,5,,0,Open Specification Lead,1,1,,,,,,6,,,9,10,,12,,,,,,,,,6,,,9,,,,,,,,,,,5,6,,,,10,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,1,4,1,6,6,3,6,3,6,6,6,6,2,6,6,6,4,6,3,3,3,,0,,,,,1,4,4,7,7,4,10,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,14,APIs,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,15:27,118062690797,446360289,2022-06-24 03:23:40,2022-06-24 03:39:07,1,2,en,,1,,3,,,,6,2,3,4,4,5,3,5,5,3,1,1,1,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Inform, inform & inform, organize session, deploy innersource program",,,,,,,,,,,,11,12,,,Improve brand to communities!,,,,,,,,,,,1,1,1,2,6,1,6,6,1,6,1,6,1,1,6,6,6,6,6,6,3,3,3,3,,0,,,,,3,8,6,7,7,5,10,,0,,,,,,,,,,4,,0,,,,,,,,,,,,,,,,1,2,3,4,5,,,,,,,,,,,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,10:40,118062559069,446360289,2022-06-23 21:35:22,2022-06-23 21:46:02,,0,en,,1,2,3,4,5,,7,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1,3,,2,,4,5,6,7,,9,,,12,,5,6,,2,2,2,2,2,2,,9,,4,4,,,,,,6,,,,10,,,13,,,,,3,,5,,,,9,,,,,14,,1,,,4,,,,,,10,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,2,3,1,3,4,4,4,3,3,2,3,4,3,3,4,4,3,4,2,2,2,,0,,,,,1,6,5,3,4,1,1,,,,,3,,,,,,3,,,5,,,,,,,,,,,,,,,,1,2,3,4,5,,7,8,,,11,,,14,,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,05:04,118062257646,446297698,2022-06-23 14:33:33,2022-06-23 14:38:37,,0,en,,1,2,,,,,3,1,3,4,3,1,1,4,2,1,1,1,2,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,9,,,1,,,,,,,,6,,,9,,,,,,,,,,,,,,,,,2,6,6,3,4,3,6,6,3,6,6,6,6,6,6,2,3,3,6,3,3,3,3,3,,,,,3,,2,2,1,3,1,5,1,,,,,,4,,,,,,4,,1,,,,,,,,,,,,,,,,1,,,,,6,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,24:43,118062185240,446360289,2022-06-23 13:03:28,2022-06-23 13:28:11,,0,en,,1,2,,4,5,,7,4,3,4,4,1,2,3,3,1,1,1,1,1,1,1,3,1,2,3,4,5,,,,9,,11,,,3,0,Application Architecture,3,3,1,1,2,1,,9,,3,2,,2,3,,,,,8,,10,11,,,,,1,2,,,,,7,,,,,,,,,,,3,,5,,,8,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,2,3,2,3,3,3,3,3,3,3,2,3,2,2,2,3,3,4,2,2,2,Checking that use of open protocols and standards versus the supplier proprietary options does not influence costs for using services.,,1,2,3,,1,4,2,4,5,3,4,,,,,3,,,,,,3,,,2,,,,,,,,,,,,,,,,1,2,,4,,6,,,,,,,,,,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,03:39,118062192572,446360289,2022-06-23 13:10:44,2022-06-23 13:14:23,,0,en,,1,2,,,,,1,7,2,3,1,2,1,1,3,2,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,18:31,118062006211,446360289,2022-06-23 10:15:34,2022-06-23 10:34:05,,0,en,,1,2,,,,,5,1,3,4,4,1,1,1,3,1,2,2,1,1,2,1,3,1,,3,,5,,,,9,,11,,,4,4,,3,2,2,2,2,2,,8,,1,1,,,3,4,5,,,8,,,,,,14,,,2,,,,,,,,10,11,12,13,,,,,,,,,7,8,,,11,3,1,easier/faster to discover oss components to include,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,2,2,1,6,2,3,6,3,1,6,2,2,1,1,1,6,2,4,3,1,2,,0,,,,,2,1,2,4,5,4,4,,,1,,,,,,1,,,,,4,,,,,,,,2,,,,,,,,,,,,5,6,,,,,,,,14,,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
